address,city,state,zip_code,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country
4233 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.832237,-86.242852,1,range_interpolation,4233,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
3919 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.826433,-86.237093,1,range_interpolation,3919,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4574 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.838174,-86.248592,1,range_interpolation,4574,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4901 CENTURY PLAZA RD,INDIANAPOLIS,IN,46254,39.835948,-86.243394,1,range_interpolation,4901,Century Plaza Rd,Indianapolis,IN,Marion County,46254,US
3919 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.826433,-86.237093,1,range_interpolation,3919,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4141 OFFICE PLAZA BLVD,INDIANAPOLIS,IN,46254,39.828212,-86.244446,1,range_interpolation,4141,Office Plaza Blvd,Indianapolis,IN,Marion County,46254,US
4411 GEORGETOWN RD,INDIANAPOLIS,IN,46254,39.83733,-86.242487,1,range_interpolation,4411,Georgetown Rd,Indianapolis,IN,Marion County,46254,US
4500 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.836941,-86.247362,1,range_interpolation,4500,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
5045 PIKE PLAZA RD,INDIANAPOLIS,IN,46254,39.833278,-86.246493,1,range_interpolation,5045,W Pike Plaza Rd,Indianapolis,IN,Marion County,46254,US
4557 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.837996,-86.248082,1,range_interpolation,4557,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4420 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.835592,-86.246148,1,range_interpolation,4420,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4525 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.837359,-86.247602,1,range_interpolation,4525,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4903 CENTURY PLAZA RD,INDIANAPOLIS,IN,46254,39.835689,-86.243502,1,range_interpolation,4903,Century Plaza Rd,Indianapolis,IN,Marion County,46254,US
4615 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.838923,-86.249223,1,range_interpolation,4615,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
5720 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.750656,-86.257693,1,range_interpolation,5720,Washington St,Indianapolis,IN,Marion County,46241,US
4610 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.756337,-86.23935,1,range_interpolation,4610,Washington St,Indianapolis,IN,Marion County,46241,US
4731 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.755659,-86.240505,1,range_interpolation,4731,Washington St,Indianapolis,IN,Marion County,46241,US
3011 MORRIS ST,INDIANAPOLIS,IN,46241,39.750294,-86.209686,1,range_interpolation,3011,W Morris St,Indianapolis,IN,Marion County,46241,US
2017 MORRIS ST,INDIANAPOLIS,IN,46221,39.750877,-86.195703,1,range_interpolation,2017,W Morris St,Indianapolis,IN,Marion County,46221,US
2545 MORRIS ST,INDIANAPOLIS,IN,46221,39.750572,-86.203225,1,range_interpolation,2545,W Morris St,Indianapolis,IN,Marion County,46221,US
1058 MILEY AVE,INDIANAPOLIS,IN,46222,39.78183,-86.193223,1,range_interpolation,1058,Miley Ave,Indianapolis,IN,Marion County,46222,US
2202 MICHIGAN ST,INDIANAPOLIS,IN,46222,39.774832,-86.198321,1,range_interpolation,2202,Michigan Rd,Indianapolis,IN,Marion County,46222,US
3564 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.820225,-86.231437,1,range_interpolation,3564,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
3612 30TH ST,INDIANAPOLIS,IN,46222,39.809761,-86.220922,1,range_interpolation,3612,W 30th St,Indianapolis,IN,Marion County,46222,US
2320 16TH ST,INDIANAPOLIS,IN,46222,39.788093,-86.200231,1,range_interpolation,2320,W 16th St,Indianapolis,IN,Marion County,46222,US
2441 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.800827,-86.211184,1,range_interpolation,2441,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
3902 GLEN ARM RD,INDIANAPOLIS,IN,46254,39.826502,-86.274074,0.9,range_interpolation,3902,N Glen Arm Rd,Indianapolis,IN,Marion County,46254,US
3409 HIGH SCHOOL RD,INDIANAPOLIS,IN,46224,39.816332,-86.269996,0.9,range_interpolation,3409,N High School Rd,Indianapolis,IN,Marion County,46224,US
6005 52ND ST,INDIANAPOLIS,IN,46254,39.845436,-86.265948,1,range_interpolation,6005,W 52nd St,Indianapolis,IN,Marion County,46254,US
6001 52ND ST,INDIANAPOLIS,IN,46254,39.845437,-86.265894,1,range_interpolation,6001,W 52nd St,Indianapolis,IN,Marion County,46254,US
3355 HIGH SCHOOL RD,INDIANAPOLIS,IN,46224,39.815492,-86.26998,0.9,range_interpolation,3355,N High School Rd,Indianapolis,IN,Marion County,46224,US
8722 MERIDIAN ST,INDIANAPOLIS,IN,46260,39.914625,-86.158072,1,range_interpolation,8722,Meridian Ln,Indianapolis,IN,Marion County,46260,US
9245 MERIDIAN ST,INDIANAPOLIS,IN,46260,39.921936,-86.15777,1,range_interpolation,9245,Meridian Ln,Indianapolis,IN,Marion County,46260,US
9245 MERIDIAN ST,INDIANAPOLIS,IN,46260,39.921936,-86.15777,1,range_interpolation,9245,Meridian Ln,Indianapolis,IN,Marion County,46260,US
1426 86TH ST,INDIANAPOLIS,IN,46240,39.912667,-86.135766,1,range_interpolation,1426,W 86th St,Indianapolis,IN,Marion County,46240,US
1402 86TH ST,INDIANAPOLIS,IN,46240,39.912665,-86.136245,1,range_interpolation,1402,W 86th St,Indianapolis,IN,Marion County,46240,US
9420 33RD ST,INDIANAPOLIS,IN,46235,39.816723,-86.003202,1,range_interpolation,9420,W 33rd St,Indianapolis,IN,Marion County,46235,US
5560 BROOKVILLE RD,INDIANAPOLIS,IN,46219,39.759897,-86.072677,1,range_interpolation,5560,Brookville Rd,Indianapolis,IN,Marion County,46219,US
441 RITTER AVE,INDIANAPOLIS,IN,46219,39.774841,-86.073475,1,range_interpolation,441,N Ritter Ave,Indianapolis,IN,Marion County,46219,US
7202 WASHINGTON ST,INDIANAPOLIS,IN,46219,39.772487,-86.040507,1,range_interpolation,7202,Washington St,Indianapolis,IN,Marion County,46219,US
710 SHORTRIDGE RD,INDIANAPOLIS,IN,46219,39.780687,-86.040816,1,range_interpolation,710,S Shortridge Rd,Indianapolis,IN,Marion County,46219,US
5970 SOUTHEASTERN AVE,INDIANAPOLIS,IN,46203,39.735232,-86.064522,1,range_interpolation,5970,Southeastern Ave,Indianapolis,IN,Marion County,46203,US
5325 THOMPSON RD,INDIANAPOLIS,IN,46237,39.694528,-86.076601,1,range_interpolation,5325,E Thompson Rd,Indianapolis,IN,Marion County,46237,US
5230 THOMPSON RD,INDIANAPOLIS,IN,46237,39.694794,-86.07969,1,range_interpolation,5230,E Thompson Rd,Indianapolis,IN,Marion County,46237,US
4915 SHELBYVILLE RD,INDIANAPOLIS,IN,46237,39.689982,-86.08569,1,range_interpolation,4915,Shelbyville Rd,Indianapolis,IN,Marion County,46237,US
4801 SHELBYVILLE RD,INDIANAPOLIS,IN,46237,39.690928,-86.087065,1,range_interpolation,4801,Shelbyville Rd,Indianapolis,IN,Marion County,46237,US
5401 THOMPSON RD,INDIANAPOLIS,IN,46237,39.694557,-86.074483,1,range_interpolation,5401,E Thompson Rd,Indianapolis,IN,Marion County,46237,US
5201 THOMPSON RD,INDIANAPOLIS,IN,46237,39.694481,-86.080314,1,range_interpolation,5201,E Thompson Rd,Indianapolis,IN,Marion County,46237,US
4035 WEAVER AVE,INDIANAPOLIS,IN,46227,39.706908,-86.138813,1,range_interpolation,4035,Weaver Ave,Indianapolis,IN,Marion County,46227,US
6300 EAST ST,INDIANAPOLIS,IN,46227,39.678945,-86.130154,0.33,place,,,Indianapolis,IN,Marion County,46227,US
7667 SHELBY ST,INDIANAPOLIS,IN,46227,39.654001,-86.139272,0.9,range_interpolation,7667,Shelby St,Indianapolis,IN,Marion County,46227,US
7830 MC FARLAND BLVD,INDIANAPOLIS,IN,46237,39.653617,-86.083843,1,range_interpolation,7830,McFarland Blvd,Indianapolis,IN,Marion County,46237,US
7960 US 31 INDIANAPOLIS,IN,46227,39.650939,-86.137989,1,range_interpolation,7960,Us Hwy 31,Indianapolis,IN,Marion County,46227,US
5445 BLUFF RD,INDIANAPOLIS,IN,46217,39.686735,-86.174199,1,range_interpolation,5445,Bluff Rd,Indianapolis,IN,Marion County,46217,US
5449 HARDING ST,INDIANAPOLIS,IN,46217,39.686825,-86.186919,0.9,range_interpolation,5449,S Harding St,Indianapolis,IN,Marion County,46217,US
2917 KENTUCKY AVE,INDIANAPOLIS,IN,46221,39.722602,-86.219809,1,range_interpolation,2917,Kentucky Ave,Indianapolis,IN,Marion County,46221,US
4400 MERIDIAN ST,INDIANAPOLIS,IN,46217,39.700496,-86.158257,1,range_interpolation,4400,Meridian Ln,Indianapolis,IN,Marion County,46217,US
1010 SUMNER AVE,INDIANAPOLIS,IN,46227,39.715522,-86.142276,1,range_interpolation,1010,E Sumner Ave,Indianapolis,IN,Marion County,46227,US
3603 MERIDIAN ST,INDIANAPOLIS,IN,46217,39.713795,-86.158418,1,range_interpolation,3603,Meridian Ln,Indianapolis,IN,Marion County,46217,US
2755 MC CLURE ST,INDIANAPOLIS,IN,46241,39.725134,-86.22618,1,range_interpolation,2755,N McClure St,Indianapolis,IN,Marion County,46241,US
1110 TROY AVE,INDIANAPOLIS,IN,46203,39.722944,-86.139361,0.9,range_interpolation,1110,E Troy Ave,Indianapolis,IN,Marion County,46203,US
2628 SHELBY ST,INDIANAPOLIS,IN,46203,39.729238,-86.139641,1,range_interpolation,2628,Shelby St,Indianapolis,IN,Marion County,46203,US
3363 CAPITOL AVE,INDIANAPOLIS,IN,46208,39.816612,-86.161336,1,range_interpolation,3363,S Capitol Ave,Indianapolis,IN,Marion County,46208,US
6655 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.74495,-86.275344,1,range_interpolation,6655,Washington St,Indianapolis,IN,Marion County,46241,US
7001 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.743028,-86.282642,1,range_interpolation,7001,Washington St,Indianapolis,IN,Marion County,46241,US
6801 HAWTHORN PARK DR,INDIANAPOLIS,IN,46220,39.880272,-86.075932,1,range_interpolation,6801,Hawthorn Park Dr,Indianapolis,IN,Marion County,46220,US
5485 82ND ST,INDIANAPOLIS,IN,46250,39.905022,-86.072948,1,range_interpolation,5485,W 82nd St,Indianapolis,IN,Marion County,46250,US
4327 HIGH SCHOOL RD,INDIANAPOLIS,IN,46241,39.700849,-86.268161,1,range_interpolation,4327,High School Rd,Indianapolis,IN,Marion County,46241,US
6111 HANNA AVE,INDIANAPOLIS,IN,46241,39.705949,-86.266119,0.9,range_interpolation,6111,W Hanna Ave,Indianapolis,IN,Marion County,46241,US
2994 ARLINGTON AVE,INDIANAPOLIS,IN,46218,39.810913,-86.064798,1,range_interpolation,2994,N Arlington Ave,Indianapolis,IN,Marion County,46218,US
3619 ARLINGTON AVE,INDIANAPOLIS,IN,46218,39.821525,-86.064585,1,range_interpolation,3619,N Arlington Ave,Indianapolis,IN,Marion County,46218,US
3401 SHADELAND AVE,INDIANAPOLIS,IN,46226,39.81826,-86.045799,0.9,range_interpolation,3401,N Shadeland Ave,Indianapolis,IN,Marion County,46226,US
2370 SHADELAND AVE,INDIANAPOLIS,IN,46219,39.806801,-86.045813,1,range_interpolation,2370,Shadeland Ave,Indianapolis,IN,Marion County,46219,US
3740 62ND ST,INDIANAPOLIS,IN,46268,39.867901,-86.222884,1,range_interpolation,3740,W 62nd St,Indianapolis,IN,Marion County,46268,US
6214 MORENCI TRAIL,INDIANAPOLIS,IN,46268,39.867819,-86.237591,1,range_interpolation,6214,Morenci Trl,Indianapolis,IN,Marion County,46268,US
6266 MORENCI TRAIL,INDIANAPOLIS,IN,46268,39.869071,-86.237587,1,range_interpolation,6266,Morenci Trl,Indianapolis,IN,Marion County,46268,US
6354 FAITH CIR,INDIANAPOLIS,IN,46268,39.868173,-86.21231,0.33,place,,,Indianapolis,IN,Marion County,46268,US
6223 GUILFORD AVE,INDIANAPOLIS,IN,46220,39.868657,-86.143001,1,range_interpolation,6223,Guilford Ave,Indianapolis,IN,Marion County,46220,US
6202 COLLEGE AVE,INDIANAPOLIS,IN,46220,39.867953,-86.146246,1,range_interpolation,6202,College Ave N,Indianapolis,IN,Marion County,46220,US
6542 WESTFIELD BLVD,INDIANAPOLIS,IN,46220,39.874576,-86.141526,1,range_interpolation,6542,Westfield Blvd,Indianapolis,IN,Marion County,46220,US
701 BROAD RIPPLE AVE,INDIANAPOLIS,IN,46220,39.869521,-86.146119,1,range_interpolation,701,Broad Ripple Ave,Indianapolis,IN,Marion County,46220,US
819 64TH ST,INDIANAPOLIS,IN,46220,39.872396,-86.144046,1,range_interpolation,819,E 64th St,Indianapolis,IN,Marion County,46220,US
720 65TH ST,INDIANAPOLIS,IN,46220,39.873667,-86.145991,1,range_interpolation,720,E 65th St,Indianapolis,IN,Marion County,46220,US
820 WESTFIELD BLVD,INDIANAPOLIS,IN,46220,39.870786,-86.144339,0.9,range_interpolation,820,E Westfield Blvd,Indianapolis,IN,Marion County,46220,US
927 WESTFIELD BLVD,INDIANAPOLIS,IN,46220,39.870532,-86.142745,0.9,range_interpolation,927,E Westfield Blvd,Indianapolis,IN,Marion County,46220,US
924 WESTFIELD BLVD,INDIANAPOLIS,IN,46220,39.870832,-86.142762,0.9,range_interpolation,924,E Westfield Blvd,Indianapolis,IN,Marion County,46220,US
6360 GUILFORD AVE,INDIANAPOLIS,IN,46220,39.871702,-86.142737,0.8,range_interpolation,6360,Guilford Ave,Indianapolis,IN,Marion County,46220,US
119 56TH ST,INDIANAPOLIS,IN,46208,39.85394,-86.160004,1,range_interpolation,119,W 56th St,Indianapolis,IN,Marion County,46208,US
6501 MERIDIAN ST,INDIANAPOLIS,IN,46260,39.875721,-86.157473,1,range_interpolation,6501,Meridian Ln,Indianapolis,IN,Marion County,46260,US
8111 CENTER RUN RD,INDIANAPOLIS,IN,46250,39.9038,-86.057778,1,range_interpolation,8111,Center Run Dr,Indianapolis,IN,Marion County,46250,US
6725 82ND ST,INDIANAPOLIS,IN,46250,39.905057,-86.051572,1,range_interpolation,6725,W 82nd St,Indianapolis,IN,Marion County,46250,US
8232 ALLISONVILLE RD,INDIANAPOLIS,IN,46250,39.906351,-86.07822,1,range_interpolation,8232,Allisonville Rd,Indianapolis,IN,Marion County,46250,US
8130 SUMMIT HILL DR,INDIANAPOLIS,IN,46250,39.966739,-86.134188,0.8,street_center,,Summit Dr,Carmel,IN,Hamilton County,46032,US
6804 82ND ST,INDIANAPOLIS,IN,46250,39.905347,-86.049628,1,range_interpolation,6804,W 82nd St,Indianapolis,IN,Marion County,46250,US
6650 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.745062,-86.275877,1,range_interpolation,6650,Washington St,Indianapolis,IN,Marion County,46241,US
7310 ROCKVILLE RD,INDIANAPOLIS,IN,46214,39.764435,-86.289239,1,range_interpolation,7310,Rockville Rd,Indianapolis,IN,Marion County,46214,US
6658 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.745024,-86.275974,1,range_interpolation,6658,Washington St,Indianapolis,IN,Marion County,46241,US
7204 QUEENSBURY CT,INDIANAPOLIS,IN,46214,39.776462,-86.286753,1,range_interpolation,7204,Queensbury Ct,Indianapolis,IN,Marion County,46214,US
600 HIGH SCHOOL RD,INDIANAPOLIS,IN,46214,39.774355,-86.270787,1,range_interpolation,600,High School Rd,Indianapolis,IN,Marion County,46214,US
7224 10TH ST,INDIANAPOLIS,IN,46214,39.779406,-86.286977,1,range_interpolation,7224,10th St,Indianapolis,IN,Marion County,46214,US
7387 KEYSTONE AVE,INDIANAPOLIS,IN,46240,39.889253,-86.121836,1,range_interpolation,7387,S Keystone Ave,Indianapolis,IN,Marion County,46240,US
7435 KEYSTONE AVE,INDIANAPOLIS,IN,46240,39.889854,-86.121817,1,range_interpolation,7435,S Keystone Ave,Indianapolis,IN,Marion County,46240,US
8630 KEYSTONE CROSSING,INDIANAPOLIS,IN,46240,39.912136,-86.109877,1,range_interpolation,8630,Keystone Xing,Indianapolis,IN,Marion County,46240,US
9265 COUNSELORS ROW,INDIANAPOLIS,IN,46240,39.922857,-86.104504,1,range_interpolation,9265,Counselors Row,Indianapolis,IN,Marion County,46240,US
9250 CRAWFORDSVILLE RD,INDIANAPOLIS,IN,46234,39.817553,-86.326306,1,range_interpolation,9250,Crawfordsville Rd,Indianapolis,IN,Marion County,46234,US
6305 LAFAYETTE RD,INDIANAPOLIS,IN,46278,39.868757,-86.278729,1,range_interpolation,6305,Lafayette Rd,Indianapolis,IN,Marion County,46278,US
6014 MICHIGAN RD,INDIANAPOLIS,IN,46228,39.862031,-86.19896,1,range_interpolation,6014,Michigan Rd,Indianapolis,IN,Marion County,46228,US
600 70TH ST,INDIANAPOLIS,IN,46260,39.882255,-86.16721,1,range_interpolation,600,W 70th St,Indianapolis,IN,Marion County,46260,US
5322 LADYWOOD KNOLL LN,INDIANAPOLIS,IN,46226,39.850033,-86.088884,1,range_interpolation,5322,Ladywood Knoll Ln,Indianapolis,IN,Marion County,46226,US
5337 LADYWOOD KNOLL PL,INDIANAPOLIS,IN,46226,39.849912,-86.087781,1,range_interpolation,5337,Ladywood Knoll Pl,Indianapolis,IN,Marion County,46226,US
6825 GRAHAM RD,INDIANAPOLIS,IN,46220,39.879992,-86.069583,1,range_interpolation,6825,Graham Rd,Indianapolis,IN,Marion County,46220,US
819 EAST ST,INDIANAPOLIS,IN,46225,39.743793,-86.167886,0.33,place,,,Indianapolis,IN,Marion County,46225,US
439 MCCARTY ST,INDIANAPOLIS,IN,46225,39.756878,-86.167096,1,range_interpolation,439,McCarty Ct,Indianapolis,IN,Marion County,46225,US
620 CAPITOL AVE,INDIANAPOLIS,IN,46204,39.776187,-86.161515,1,range_interpolation,620,S Capitol Ave,Indianapolis,IN,Marion County,46204,US
520 INDIANA AVE,INDIANAPOLIS,IN,46202,39.774653,-86.165216,1,range_interpolation,520,Indiana Ave,Indianapolis,IN,Marion County,46202,US
952 FORT WAYNE AVE,INDIANAPOLIS,IN,46202,39.778769,-86.151568,0.8,range_interpolation,952,Fort Wayne Ave,Indianapolis,IN,Marion County,46202,US
952 FORT WAYNE AVE,INDIANAPOLIS,IN,46202,39.778769,-86.151568,0.8,range_interpolation,952,Fort Wayne Ave,Indianapolis,IN,Marion County,46202,US
952 FORT WAYNE AVE,INDIANAPOLIS,IN,46202,39.778769,-86.151568,0.8,range_interpolation,952,Fort Wayne Ave,Indianapolis,IN,Marion County,46202,US
952 FORT WAYNE AVE,INDIANAPOLIS,IN,46202,39.778769,-86.151568,0.8,range_interpolation,952,Fort Wayne Ave,Indianapolis,IN,Marion County,46202,US
8 LOUISIANA ST,INDIANAPOLIS,IN,46225,39.763057,-86.158287,1,range_interpolation,8,W Louisiana St,Indianapolis,IN,Marion County,46225,US
718 SHELBY ST,INDIANAPOLIS,IN,46203,39.757212,-86.139976,1,range_interpolation,718,Shelby St,Indianapolis,IN,Marion County,46203,US
828 SHELBY ST,INDIANAPOLIS,IN,46203,39.756318,-86.139967,1,range_interpolation,828,Shelby St,Indianapolis,IN,Marion County,46203,US
2201 SHERMAN DR,INDIANAPOLIS,IN,46203,39.73691,-86.101781,1,range_interpolation,2201,Sherman Ave,Indianapolis,IN,Marion County,46203,US
3410 RAYMOND ST,INDIANAPOLIS,IN,46203,39.738045,-86.107617,1,range_interpolation,3410,E Raymond St,Indianapolis,IN,Marion County,46203,US
2930 WATERFRONT PKWY WDR,INDIANAPOLIS,IN,46214,39.803455,-86.27967,0.9,range_interpolation,2930,Waterfront Pkwy East Dr,Indianapolis,IN,Marion County,46214,US
305 SHERMAN DR,INDIANAPOLIS,IN,46201,39.763043,-86.101915,1,range_interpolation,305,S Sherman Dr,Indianapolis,IN,Marion County,46201,US
916 MICHIGAN ST,INDIANAPOLIS,IN,46202,39.774687,-86.175,1,range_interpolation,916,W Michigan St,Indianapolis,IN,Marion County,46202,US
4107 NEW YORK ST,INDIANAPOLIS,IN,46201,39.772263,-86.097337,0.8,range_interpolation,4107,E New York St,Indianapolis,IN,Marion County,46201,US
4016 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.769542,-86.098424,1,range_interpolation,4016,Washington St,Indianapolis,IN,Marion County,46201,US
4001 MICHIGAN ST,INDIANAPOLIS,IN,46201,39.774589,-86.098644,1,range_interpolation,4001,E Michigan St,Indianapolis,IN,Marion County,46201,US
1836 10TH ST,INDIANAPOLIS,IN,46201,39.781442,-86.128585,1,range_interpolation,1836,10th St,Indianapolis,IN,Marion County,46201,US
932 WASHINGTON ST,INDIANAPOLIS,IN,46202,39.767068,-86.14178,1,range_interpolation,932,Washington St,Indianapolis,IN,Marion County,46202,US
700 MORRIS ST,INDIANAPOLIS,IN,46225,39.751669,-86.173031,1,range_interpolation,700,W Morris St,Indianapolis,IN,Marion County,46225,US
1427 MADISON AVE,INDIANAPOLIS,IN,46225,39.747717,-86.153947,1,range_interpolation,1427,Madison Ave,Indianapolis,IN,Marion County,46225,US
1441 MADISON AVE,INDIANAPOLIS,IN,46225,39.747483,-86.153934,1,range_interpolation,1441,Madison Ave,Indianapolis,IN,Marion County,46225,US
2013 MADISON AVE,INDIANAPOLIS,IN,46225,39.740788,-86.154276,1,range_interpolation,2013,Madison Ave,Indianapolis,IN,Marion County,46225,US
2810 COLUMBIA AVE,INDIANAPOLIS,IN,46205,39.807202,-86.137069,1,range_interpolation,2810,Columbia Ave,Indianapolis,IN,Marion County,46205,US
3634 ROOSEVELT AVE,INDIANAPOLIS,IN,46218,39.800794,-86.105264,1,range_interpolation,3634,Roosevelt Ave,Indianapolis,IN,Marion County,46218,US
2325 HOVEY ST,INDIANAPOLIS,IN,46218,39.799984,-86.131993,1,range_interpolation,2325,Hovey St,Indianapolis,IN,Marion County,46218,US
2450 ARSENAL AVE,INDIANAPOLIS,IN,46218,39.802416,-86.134495,1,range_interpolation,2450,Arsenal Ave,Indianapolis,IN,Marion County,46218,US
3360 KEYSTONE AVE,INDIANAPOLIS,IN,46218,39.817317,-86.1218,0.9,range_interpolation,3360,N Keystone Ave,Indianapolis,IN,Marion County,46218,US
1566 COLUMBIA AVE,INDIANAPOLIS,IN,46202,39.787915,-86.137139,1,range_interpolation,1566,Columbia Ave,Indianapolis,IN,Marion County,46202,US
2939 COLUMBIA AVE,INDIANAPOLIS,IN,46205,39.809557,-86.136792,1,range_interpolation,2939,Columbia Ave,Indianapolis,IN,Marion County,46205,US
1902 38TH ST,INDIANAPOLIS,IN,46218,39.825543,-86.127025,1,range_interpolation,1902,38th Ct,Indianapolis,IN,Marion County,46218,US
3939 MEADOWS DR,INDIANAPOLIS,IN,46205,39.827447,-86.113948,1,range_interpolation,3939,Meadows Dr,Indianapolis,IN,Marion County,46205,US
2402 38TH ST,INDIANAPOLIS,IN,46218,39.825477,-86.121696,1,range_interpolation,2402,38th Ct,Indianapolis,IN,Marion County,46218,US
4025 MEADOWS PKWY,INDIANAPOLIS,IN,46205,39.831574,-86.115071,1,range_interpolation,4025,Meadows Pkwy,Indianapolis,IN,Marion County,46205,US
4180 KEYSTONE AVE,INDIANAPOLIS,IN,46205,39.833342,-86.121916,1,range_interpolation,4180,S Keystone Ave,Indianapolis,IN,Marion County,46205,US
2416 38TH ST,INDIANAPOLIS,IN,46218,39.825475,-86.121543,1,range_interpolation,2416,38th Ct,Indianapolis,IN,Marion County,46218,US
2402 38TH ST,INDIANAPOLIS,IN,46218,39.825477,-86.121696,1,range_interpolation,2402,38th Ct,Indianapolis,IN,Marion County,46218,US
2501 38TH ST,INDIANAPOLIS,IN,46218,39.825473,-86.120336,1,range_interpolation,2501,38th Ct,Indianapolis,IN,Marion County,46218,US
3740 KEYSTONE AVE,INDIANAPOLIS,IN,46218,39.824158,-86.121861,0.9,range_interpolation,3740,N Keystone Ave,Indianapolis,IN,Marion County,46218,US
