address,city,state,zip_code,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country
8444 WASHINGTON ST,INDIANAPOLIS,IN,46219,39.773589,-86.019084,1,range_interpolation,8444,Washington St,Indianapolis,IN,Marion County,46219,US
2105 MITTHOEFER RD,INDIANAPOLIS,IN,46229,39.797015,-85.990389,0.9,range_interpolation,2105,N Mitthoefer Rd,Indianapolis,IN,Marion County,46229,US
3333 BOULEVARD PL,INDIANAPOLIS,IN,46208,39.816002,-86.163732,1,range_interpolation,3333,Boul Pl,Indianapolis,IN,Marion County,46208,US
111 38TH ST,INDIANAPOLIS,IN,46208,39.825018,-86.159422,0.8,range_interpolation,111,W 38th St,Indianapolis,IN,Marion County,46208,US
139 34TH ST,INDIANAPOLIS,IN,46208,39.817483,-86.159877,1,range_interpolation,139,W 34th St,Indianapolis,IN,Marion County,46208,US
2160 FLETCHER AVE,INDIANAPOLIS,IN,46203,39.758115,-86.125386,1,range_interpolation,2160,Fletcher Ave,Indianapolis,IN,Marion County,46203,US
5050 62ND ST,INDIANAPOLIS,IN,46220,39.868827,-86.084817,1,range_interpolation,5050,E 62nd St,Indianapolis,IN,Marion County,46220,US
8151 ALLISONVILLE RD,INDIANAPOLIS,IN,46250,39.903654,-86.079381,1,range_interpolation,8151,Allisonville Rd,Indianapolis,IN,Marion County,46250,US
5628 71ST ST,INDIANAPOLIS,IN,46220,39.883486,-86.073146,1,range_interpolation,5628,W 71st St,Indianapolis,IN,Marion County,46220,US
8910 HATFIELD DR,INDIANAPOLIS,IN,46241,39.709624,-86.261389,0.33,place,,,Indianapolis,IN,Marion County,46241,US
5230 26TH ST,INDIANAPOLIS,IN,46218,39.805637,-86.080324,1,range_interpolation,5230,W 26th St,Indianapolis,IN,Marion County,46218,US
5325 30TH ST,INDIANAPOLIS,IN,46218,39.810829,-86.077428,1,range_interpolation,5325,W 30th St,Indianapolis,IN,Marion County,46218,US
5207 38TH ST,INDIANAPOLIS,IN,46218,39.825727,-86.081858,1,range_interpolation,5207,38th Ct,Indianapolis,IN,Marion County,46218,US
6205 38TH ST,INDIANAPOLIS,IN,46226,39.825702,-86.059989,1,range_interpolation,6205,38th Ct,Indianapolis,IN,Marion County,46226,US
1405 BROAD RIPPLE AVE,INDIANAPOLIS,IN,46220,39.868764,-86.135265,1,range_interpolation,1405,Broad Ripple Ave,Indianapolis,IN,Marion County,46220,US
6417 FERGUSON ST,INDIANAPOLIS,IN,46220,39.872691,-86.143403,1,range_interpolation,6417,Ferguson St,Indianapolis,IN,Marion County,46220,US
6372 GUILFORD AVE,INDIANAPOLIS,IN,46220,39.872209,-86.143039,1,range_interpolation,6372,Guilford Ave,Indianapolis,IN,Marion County,46220,US
6265 CARROLLTON AVE,INDIANAPOLIS,IN,46220,39.869074,-86.144603,0.9,range_interpolation,6265,Carrollton Ave,Indianapolis,IN,Marion County,46220,US
825 WESTFIELD BLVD,INDIANAPOLIS,IN,46220,39.870498,-86.144229,0.9,range_interpolation,825,E Westfield Blvd,Indianapolis,IN,Marion County,46220,US
706 BROAD RIPPLE AVE,INDIANAPOLIS,IN,46220,39.869822,-86.146059,1,range_interpolation,706,Broad Ripple Ave,Indianapolis,IN,Marion County,46220,US
6507 COLLEGE AVE,INDIANAPOLIS,IN,46220,39.873674,-86.146091,1,range_interpolation,6507,College Ave N,Indianapolis,IN,Marion County,46220,US
5627 ILLINOIS ST,INDIANAPOLIS,IN,46208,39.855039,-86.159365,1,range_interpolation,5627,S Illinois St,Indianapolis,IN,Marion County,46208,US
8520 CENTER RUN RD,INDIANAPOLIS,IN,46250,39.91175,-86.058525,1,range_interpolation,8520,Center Run Dr,Indianapolis,IN,Marion County,46250,US
8018 CASTLEWAY DR,INDIANAPOLIS,IN,46250,39.900876,-86.056049,1,range_interpolation,8018,Castleway Dr,Indianapolis,IN,Marion County,46250,US
7412 ROCKVILLE RD,INDIANAPOLIS,IN,46214,39.764405,-86.291663,1,range_interpolation,7412,Rockville Rd,Indianapolis,IN,Marion County,46214,US
7123 CHAPEL HILL CT,INDIANAPOLIS,IN,46214,39.77788,-86.285535,1,range_interpolation,7123,Chapel Hill Ct,Indianapolis,IN,Marion County,46214,US
8734 WASHINGTON ST,INDIANAPOLIS,IN,46231,39.732781,-86.315677,1,range_interpolation,8734,Washington St,Indianapolis,IN,Marion County,46231,US
7931 10TH ST,INDIANAPOLIS,IN,46214,39.778877,-86.302233,1,range_interpolation,7931,10th St,Indianapolis,IN,Marion County,46214,US
7311 10TH ST,INDIANAPOLIS,IN,46214,39.779061,-86.28971,1,range_interpolation,7311,10th St,Indianapolis,IN,Marion County,46214,US
7430 ROCKVILLE RD,INDIANAPOLIS,IN,46214,39.764403,-86.292012,1,range_interpolation,7430,Rockville Rd,Indianapolis,IN,Marion County,46214,US
9175 10TH ST,INDIANAPOLIS,IN,46234,39.778532,-86.324303,1,range_interpolation,9175,10th St,Indianapolis,IN,Marion County,46234,US
77 GIRLS SCHOOL RD,INDIANAPOLIS,IN,46231,39.762836,-86.288878,1,range_interpolation,77,S Girls School Rd,Indianapolis,IN,Marion County,46231,US
9225 10TH ST,INDIANAPOLIS,IN,46234,39.778528,-86.324516,1,range_interpolation,9225,10th St,Indianapolis,IN,Marion County,46234,US
7404 ROCKVILLE RD,INDIANAPOLIS,IN,46214,39.764406,-86.291507,1,range_interpolation,7404,Rockville Rd,Indianapolis,IN,Marion County,46214,US
1012 75TH ST,INDIANAPOLIS,IN,46240,39.890719,-86.140666,1,range_interpolation,1012,75th Ct,Indianapolis,IN,Marion County,46240,US
7325 KEYSTONE AVE,INDIANAPOLIS,IN,46240,39.888205,-86.121871,1,range_interpolation,7325,S Keystone Ave,Indianapolis,IN,Marion County,46240,US
6131 MICHIGAN RD,INDIANAPOLIS,IN,46228,39.864987,-86.199937,1,range_interpolation,6131,Michigan Rd,Indianapolis,IN,Marion County,46228,US
801 73RD ST,INDIANAPOLIS,IN,46260,39.886464,-86.172974,1,range_interpolation,801,W 73rd St,Indianapolis,IN,Marion County,46260,US
6800 PENDLETON PIKE,INDIANAPOLIS,IN,46226,39.825887,-86.049172,1,range_interpolation,6800,Pendleton Pike,Indianapolis,IN,Marion County,46226,US
6314 RUCKER RD,INDIANAPOLIS,IN,46220,39.870885,-86.07948,1,range_interpolation,6314,Rucker Rd,Indianapolis,IN,Marion County,46220,US
6612 75TH ST,INDIANAPOLIS,IN,46250,39.89084,-86.053421,1,range_interpolation,6612,75th Ct,Indianapolis,IN,Marion County,46250,US
6296 RUCKER RD,INDIANAPOLIS,IN,46220,39.870545,-86.079482,1,range_interpolation,6296,Rucker Rd,Indianapolis,IN,Marion County,46220,US
906 MERIDIAN ST,INDIANAPOLIS,IN,46225,39.756023,-86.159392,1,range_interpolation,906,Meridian Ln,Indianapolis,IN,Marion County,46225,US
401 MASSACHUSETTS AVE,INDIANAPOLIS,IN,46204,39.77244,-86.15244,1,range_interpolation,401,Massachusetts Ave,Indianapolis,IN,Marion County,46204,US
634 VIRGINIA AVE,INDIANAPOLIS,IN,46203,39.757733,-86.145566,1,range_interpolation,634,Virginia Ave,Indianapolis,IN,Marion County,46203,US
970 DELAWARE ST,INDIANAPOLIS,IN,46202,39.780238,-86.15397,1,range_interpolation,970,N Delaware St,Indianapolis,IN,Marion County,46202,US
55 SOUTH ST,INDIANAPOLIS,IN,46225,39.743793,-86.167886,0.33,place,,,Indianapolis,IN,Marion County,46225,US
1015 BROADWAY ST,INDIANAPOLIS,IN,46202,39.780885,-86.146208,1,range_interpolation,1015,Broadway St,Indianapolis,IN,Marion County,46202,US
1032 MARYLAND ST,INDIANAPOLIS,IN,46202,39.764655,-86.141303,0.8,range_interpolation,1032,W Maryland St,Indianapolis,IN,Marion County,46202,US
1318 SHELBY ST,INDIANAPOLIS,IN,46203,39.749797,-86.13994,1,range_interpolation,1318,Shelby St,Indianapolis,IN,Marion County,46203,US
902 VIRGINIA AVE,INDIANAPOLIS,IN,46203,39.754815,-86.142476,1,range_interpolation,902,Virginia Ave,Indianapolis,IN,Marion County,46203,US
921 VIRGINIA AVE,INDIANAPOLIS,IN,46203,39.754466,-86.142582,1,range_interpolation,921,Virginia Ave,Indianapolis,IN,Marion County,46203,US
2346 WOODLAWN AVE,INDIANAPOLIS,IN,46203,39.754408,-86.122274,0.9,range_interpolation,2346,E Woodlawn Ave,Indianapolis,IN,Marion County,46203,US
1225 LAUREL ST,INDIANAPOLIS,IN,46203,39.750776,-86.135185,1,range_interpolation,1225,Laurel St,Indianapolis,IN,Marion County,46203,US
948 WOODLAWN AVE,INDIANAPOLIS,IN,46203,39.753197,-86.141439,1,range_interpolation,948,Woodlawn Ave,Indianapolis,IN,Marion County,46203,US
1011 CALVARY ST,INDIANAPOLIS,IN,46203,39.760216,-86.140421,1,range_interpolation,1011,Calvary St,Indianapolis,IN,Marion County,46203,US
2218 MINNESOTA ST,INDIANAPOLIS,IN,46203,39.745255,-86.123772,1,range_interpolation,2218,E Minnesota St,Indianapolis,IN,Marion County,46203,US
1632 BRIER PL,INDIANAPOLIS,IN,46203,39.745781,-86.135092,1,range_interpolation,1632,Brier Pl,Indianapolis,IN,Marion County,46203,US
3519 PROSPECT ST,INDIANAPOLIS,IN,46203,39.75248,-86.107102,1,range_interpolation,3519,Prospect St,Indianapolis,IN,Marion County,46203,US
2209 KEYSTONE AVE,INDIANAPOLIS,IN,46203,39.737579,-86.120753,1,range_interpolation,2209,S Keystone Ave,Indianapolis,IN,Marion County,46203,US
2221 SHERMAN DR,INDIANAPOLIS,IN,46203,39.736727,-86.101631,1,range_interpolation,2221,Sherman Ave,Indianapolis,IN,Marion County,46203,US
942 WASHINGTON ST,INDIANAPOLIS,IN,46202,39.767071,-86.141668,1,range_interpolation,942,Washington St,Indianapolis,IN,Marion County,46202,US
2712 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.768439,-86.117487,1,range_interpolation,2712,Washington St,Indianapolis,IN,Marion County,46201,US
2118 GALE ST,INDIANAPOLIS,IN,46218,39.798105,-86.106116,1,range_interpolation,2118,Gala Ct,Indianapolis,IN,Marion County,46218,US
1502 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.76728,-86.133417,1,range_interpolation,1502,Washington St,Indianapolis,IN,Marion County,46201,US
1717 NEW YORK ST,INDIANAPOLIS,IN,46201,39.770947,-86.130506,1,range_interpolation,1717,E New York St,Indianapolis,IN,Marion County,46201,US
573 DORMAN ST,INDIANAPOLIS,IN,46202,39.775477,-86.138315,1,range_interpolation,573,Dorman St,Indianapolis,IN,Marion County,46202,US
3501 BROOKSIDE PKWY SDR,INDIANAPOLIS,IN,46201,39.792223,-86.107075,1,range_interpolation,3501,Brookside Pkwy N Dr,Indianapolis,IN,Marion County,46201,US
1534 EMERSON AVE,INDIANAPOLIS,IN,46219,39.788278,-86.083434,1,range_interpolation,1534,Emerson Ave,Indianapolis,IN,Marion County,46219,US
4710 10TH ST,INDIANAPOLIS,IN,46201,39.781624,-86.090409,1,range_interpolation,4710,10th St,Indianapolis,IN,Marion County,46201,US
4609 10TH ST,INDIANAPOLIS,IN,46201,39.781319,-86.091585,1,range_interpolation,4609,10th St,Indianapolis,IN,Marion County,46201,US
1010 TEMPLE AVE,INDIANAPOLIS,IN,46201,39.781458,-86.118161,0.9,range_interpolation,1010,N Temple Ave,Indianapolis,IN,Marion County,46201,US
1451 SHERMAN DR,INDIANAPOLIS,IN,46201,39.786765,-86.102092,1,range_interpolation,1451,S Sherman Dr,Indianapolis,IN,Marion County,46201,US
2522 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.768293,-86.119506,1,range_interpolation,2522,Washington St,Indianapolis,IN,Marion County,46201,US
2860 COLUMBIA AVE,INDIANAPOLIS,IN,46205,39.808135,-86.137076,1,range_interpolation,2860,Columbia Ave,Indianapolis,IN,Marion County,46205,US
2458 ARSENAL AVE,INDIANAPOLIS,IN,46218,39.802574,-86.134495,1,range_interpolation,2458,Arsenal Ave,Indianapolis,IN,Marion County,46218,US
2815 25TH ST,INDIANAPOLIS,IN,46218,39.803249,-86.116604,1,range_interpolation,2815,W 25th St,Indianapolis,IN,Marion County,46218,US
1610 SHELDON ST,INDIANAPOLIS,IN,46218,39.788802,-86.132884,1,range_interpolation,1610,Sheldon St,Indianapolis,IN,Marion County,46218,US
1953 32ND ST,INDIANAPOLIS,IN,46218,39.814269,-86.126916,1,range_interpolation,1953,W 32nd St,Indianapolis,IN,Marion County,46218,US
3186 BALTIMORE AVE,INDIANAPOLIS,IN,46218,39.812939,-86.125799,1,range_interpolation,3186,Baltimore Ter,Indianapolis,IN,Marion County,46218,US
2345 30TH ST,INDIANAPOLIS,IN,46218,39.810604,-86.122344,1,range_interpolation,2345,W 30th St,Indianapolis,IN,Marion County,46218,US
2951 BROUSE AVE,INDIANAPOLIS,IN,46218,39.809853,-86.122645,1,range_interpolation,2951,Brouse Ave,Indianapolis,IN,Marion County,46218,US
1215 16TH ST,INDIANAPOLIS,IN,46202,39.788525,-86.183093,1,range_interpolation,1215,W 16th St,Indianapolis,IN,Marion County,46202,US
2222 HILLSIDE AVE,INDIANAPOLIS,IN,46218,39.798495,-86.126871,1,range_interpolation,2222,Hillside Ave,Indianapolis,IN,Marion County,46218,US
3014 SHERMAN DR,INDIANAPOLIS,IN,46218,39.811094,-86.10272,1,range_interpolation,3014,Sherman Cir,Indianapolis,IN,Marion County,46218,US
4102 KEYSTONE AVE,INDIANAPOLIS,IN,46205,39.829899,-86.121942,1,range_interpolation,4102,S Keystone Ave,Indianapolis,IN,Marion County,46205,US
4125 KEYSTONE AVE,INDIANAPOLIS,IN,46205,39.830871,-86.121664,1,range_interpolation,4125,S Keystone Ave,Indianapolis,IN,Marion County,46205,US
2301 38TH ST,INDIANAPOLIS,IN,46218,39.825215,-86.123139,1,range_interpolation,2301,38th Ct,Indianapolis,IN,Marion County,46218,US
4040 MILLERSVILLE RD,INDIANAPOLIS,IN,46205,39.829299,-86.125004,1,range_interpolation,4040,Millersville Rd,Indianapolis,IN,Marion County,46205,US
1202 38TH ST,INDIANAPOLIS,IN,46205,39.825512,-86.140254,0.9,range_interpolation,1202,E 38th St,Indianapolis,IN,Marion County,46205,US
3760 KINNEAR AVE,INDIANAPOLIS,IN,46218,39.824534,-86.127177,1,range_interpolation,3760,Kinnear Ave,Indianapolis,IN,Marion County,46218,US
3276 WINTHROP AVE,INDIANAPOLIS,IN,46205,39.81585,-86.137687,1,range_interpolation,3276,Winthrop Ave,Indianapolis,IN,Marion County,46205,US
3350 SUTHERLAND AVE,INDIANAPOLIS,IN,46218,39.816982,-86.1353,1,range_interpolation,3350,Sutherland Ave,Indianapolis,IN,Marion County,46218,US
124 14TH ST,INDIANAPOLIS,IN,46202,39.786064,-86.160094,1,range_interpolation,124,W 14th St,Indianapolis,IN,Marion County,46202,US
2015 SENATE AVE,INDIANAPOLIS,IN,46202,39.793224,-86.162873,1,range_interpolation,2015,N Senate Ave,Indianapolis,IN,Marion County,46202,US
3535 KESSLER BLVD EDR,INDIANAPOLIS,IN,46220,39.862203,-86.096541,0.8,street_center,,Kessler Ln,Indianapolis,IN,Marion County,46220,US
4755 KINGSWAY DR,INDIANAPOLIS,IN,46205,39.842872,-86.120612,1,range_interpolation,4755,Kingsway Dr,Indianapolis,IN,Marion County,46205,US
1140 46TH ST,INDIANAPOLIS,IN,46205,39.840319,-86.138794,1,range_interpolation,1140,E 46th St,Indianapolis,IN,Marion County,46205,US
2002 46TH ST,INDIANAPOLIS,IN,46205,39.840366,-86.127643,1,range_interpolation,2002,E 46th St,Indianapolis,IN,Marion County,46205,US
2902 BROADWAY ST,INDIANAPOLIS,IN,46205,39.808539,-86.14623,1,range_interpolation,2902,Broadway St,Indianapolis,IN,Marion County,46205,US
2630 HARDING ST,INDIANAPOLIS,IN,46208,39.804661,-86.187614,1,range_interpolation,2630,Harding Ct,Indianapolis,IN,Marion County,46208,US
2530 BURTON AVE,INDIANAPOLIS,IN,46208,39.802959,-86.181948,1,range_interpolation,2530,Burton Ave,Indianapolis,IN,Marion County,46208,US
816 30TH ST,INDIANAPOLIS,IN,46208,39.810253,-86.174067,1,range_interpolation,816,W 30th St,Indianapolis,IN,Marion County,46208,US
5630 GEORGETOWN RD,INDIANAPOLIS,IN,46254,39.854051,-86.240153,1,range_interpolation,5630,Georgetown Rd,Indianapolis,IN,Marion County,46254,US
4820 57TH ST,INDIANAPOLIS,IN,46254,39.856152,-86.242259,1,range_interpolation,4820,E 57th St,Indianapolis,IN,Marion County,46254,US
5918 TYBALT LN,INDIANAPOLIS,IN,46254,39.861048,-86.26843,1,range_interpolation,5918,Tybalt Ln,Indianapolis,IN,Marion County,46254,US
5235 ROCKVILLE RD,INDIANAPOLIS,IN,46224,39.764982,-86.249275,1,range_interpolation,5235,Rockville Rd,Indianapolis,IN,Marion County,46224,US
4704 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.755994,-86.240475,1,range_interpolation,4704,Washington St,Indianapolis,IN,Marion County,46241,US
5420 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.752194,-86.252782,1,range_interpolation,5420,Washington St,Indianapolis,IN,Marion County,46241,US
530 TAFT AVE,INDIANAPOLIS,IN,46241,39.758246,-86.235741,1,range_interpolation,530,S Taft Ave,Indianapolis,IN,Marion County,46241,US
4510 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.756583,-86.238562,1,range_interpolation,4510,Washington St,Indianapolis,IN,Marion County,46241,US
3915 MORRIS ST,INDIANAPOLIS,IN,46241,39.749695,-86.227808,1,range_interpolation,3915,W Morris St,Indianapolis,IN,Marion County,46241,US
4325 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.757123,-86.235773,1,range_interpolation,4325,Washington St,Indianapolis,IN,Marion County,46241,US
4205 MORRIS ST,INDIANAPOLIS,IN,46241,39.749566,-86.231725,1,range_interpolation,4205,W Morris St,Indianapolis,IN,Marion County,46241,US
5605 MORRIS ST,INDIANAPOLIS,IN,46241,39.750231,-86.25524,1,range_interpolation,5605,W Morris St,Indianapolis,IN,Marion County,46241,US
1841 MORRIS ST,INDIANAPOLIS,IN,46221,39.750944,-86.193335,1,range_interpolation,1841,W Morris St,Indianapolis,IN,Marion County,46221,US
2900 MORRIS ST,INDIANAPOLIS,IN,46241,39.750658,-86.208578,1,range_interpolation,2900,W Morris St,Indianapolis,IN,Marion County,46241,US
3420 WASHINGTON ST,INDIANAPOLIS,IN,46222,39.763422,-86.216591,1,range_interpolation,3420,Washington St,Indianapolis,IN,Marion County,46222,US
2111 10TH ST,INDIANAPOLIS,IN,46222,39.780581,-86.1974,1,range_interpolation,2111,10th St,Indianapolis,IN,Marion County,46222,US
3637 10TH ST,INDIANAPOLIS,IN,46222,39.780272,-86.221921,1,range_interpolation,3637,10th St,Indianapolis,IN,Marion County,46222,US
3428 MICHIGAN ST,INDIANAPOLIS,IN,46222,39.774127,-86.216911,1,range_interpolation,3428,Michigan Rd,Indianapolis,IN,Marion County,46222,US
734 HOLMES AVE,INDIANAPOLIS,IN,46222,39.777019,-86.20537,1,range_interpolation,734,N Holmes Ave,Indianapolis,IN,Marion County,46222,US
3435 16TH ST,INDIANAPOLIS,IN,46222,39.787953,-86.217171,1,range_interpolation,3435,W 16th St,Indianapolis,IN,Marion County,46222,US
3145 16TH ST,INDIANAPOLIS,IN,46222,39.787718,-86.211894,1,range_interpolation,3145,W 16th St,Indianapolis,IN,Marion County,46222,US
2901 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.808235,-86.218485,1,range_interpolation,2901,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
2801 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.806716,-86.217307,1,range_interpolation,2801,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
3460 16TH ST,INDIANAPOLIS,IN,46222,39.787942,-86.217579,1,range_interpolation,3460,W 16th St,Indianapolis,IN,Marion County,46222,US
2102 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.795358,-86.205878,1,range_interpolation,2102,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
6440 34TH ST,INDIANAPOLIS,IN,46224,39.816049,-86.271889,1,range_interpolation,6440,W 34th St,Indianapolis,IN,Marion County,46224,US
8710 MERIDIAN ST,INDIANAPOLIS,IN,46260,39.914403,-86.15807,1,range_interpolation,8710,Meridian Ln,Indianapolis,IN,Marion County,46260,US
7435 86TH ST,INDIANAPOLIS,IN,46256,39.912359,-86.038568,1,range_interpolation,7435,W 86th St,Indianapolis,IN,Marion County,46256,US
7330 86TH ST,INDIANAPOLIS,IN,46256,39.912663,-86.039701,1,range_interpolation,7330,W 86th St,Indianapolis,IN,Marion County,46256,US
3753 POST RD,INDIANAPOLIS,IN,46226,39.825296,-86.009753,1,range_interpolation,3753,S Post Rd,Indianapolis,IN,Marion County,46226,US
5329 BROOKVILLE RD,INDIANAPOLIS,IN,46219,39.760878,-86.077644,1,range_interpolation,5329,Brookville Rd,Indianapolis,IN,Marion County,46219,US
5930 BROOKVILLE RD,INDIANAPOLIS,IN,46219,39.758418,-86.06574,1,range_interpolation,5930,Brookville Rd,Indianapolis,IN,Marion County,46219,US
5478 BROOKVILLE RD,INDIANAPOLIS,IN,46219,39.760357,-86.074632,1,range_interpolation,5478,Brookville Rd,Indianapolis,IN,Marion County,46219,US
5201 PLEASANT RUN PKWY SDR,INDIANAPOLIS,IN,46219,39.773035,-86.079184,1,range_interpolation,5201,Pleasant Run Pkwy S Dr,Indianapolis,IN,Marion County,46219,US
710 SHORTRIDGE RD,INDIANAPOLIS,IN,46219,39.780687,-86.040816,1,range_interpolation,710,S Shortridge Rd,Indianapolis,IN,Marion County,46219,US
2305 KITLEY AVE,INDIANAPOLIS,IN,46219,39.800101,-86.054875,1,range_interpolation,2305,N Kitley Ave,Indianapolis,IN,Marion County,46219,US
1011 EMERSON AVE,INDIANAPOLIS,IN,46219,39.781629,-86.083068,1,range_interpolation,1011,Emerson Ave,Indianapolis,IN,Marion County,46219,US
802 FRANKLIN RD,INDIANAPOLIS,IN,46239,39.752349,-86.026207,1,range_interpolation,802,S Franklin Rd,Indianapolis,IN,Marion County,46239,US
5102 SOUTHEASTERN AVE,INDIANAPOLIS,IN,46203,39.745751,-86.084445,1,range_interpolation,5102,Southeastern Ave,Indianapolis,IN,Marion County,46203,US
7120 EMBLEM DR,INDIANAPOLIS,IN,46237,39.664749,-86.081663,1,range_interpolation,7120,Emblem Dr,Indianapolis,IN,Marion County,46237,US
5025 THOMPSON RD,INDIANAPOLIS,IN,46237,39.694413,-86.083901,1,range_interpolation,5025,E Thompson Rd,Indianapolis,IN,Marion County,46237,US
3350 CARSON AVE,INDIANAPOLIS,IN,46227,39.71712,-86.131579,0.9,range_interpolation,3350,Carson Ave,Indianapolis,IN,Marion County,46227,US
6801 EAST ST,INDIANAPOLIS,IN,46227,39.678945,-86.130154,0.33,place,,,Indianapolis,IN,Marion County,46227,US
7565 US 31 INDIANAPOLIS,IN,46227,39.657346,-86.142153,1,range_interpolation,7565,Us Hwy 31,Indianapolis,IN,Marion County,46227,US
8150 US 31 INDIANAPOLIS,IN,46227,39.648674,-86.136497,1,range_interpolation,8150,Us Hwy 31,Indianapolis,IN,Marion County,46227,US
8031 MADISON AVE,INDIANAPOLIS,IN,46227,39.649203,-86.121612,1,range_interpolation,8031,Madison Ave,Indianapolis,IN,Marion County,46227,US
8110 MADISON AVE,INDIANAPOLIS,IN,46227,39.648507,-86.121617,1,range_interpolation,8110,Madison Ave,Indianapolis,IN,Marion County,46227,US
1935 STOP 13 RD,INDIANAPOLIS,IN,46227,39.638395,-86.126769,1,range_interpolation,1935,E Stop 13th Rd,Indianapolis,IN,Marion County,46227,US
8046 MERIDIAN ST,INDIANAPOLIS,IN,46217,39.650374,-86.158554,1,range_interpolation,8046,Meridian Ln,Indianapolis,IN,Marion County,46217,US
1925 EDGEWOOD AVE,INDIANAPOLIS,IN,46217,39.678168,-86.193922,1,range_interpolation,1925,W Edgewood Ave,Indianapolis,IN,Marion County,46217,US
4604 BLUFF RD,INDIANAPOLIS,IN,46217,39.697272,-86.172751,1,range_interpolation,4604,Bluff Rd,Indianapolis,IN,Marion County,46217,US
5950 BELMONT AVE,INDIANAPOLIS,IN,46217,39.679188,-86.196721,1,range_interpolation,5950,S Belmont Ave,Indianapolis,IN,Marion County,46217,US
2905 KENTUCKY AVE,INDIANAPOLIS,IN,46221,39.723007,-86.218793,1,range_interpolation,2905,Kentucky Ave,Indianapolis,IN,Marion County,46221,US
3331 ARBOR ST,INDIANAPOLIS,IN,46217,39.717876,-86.183238,1,range_interpolation,3331,Arbor Ave,Indianapolis,IN,Marion County,46217,US
3652 MERIDIAN ST,INDIANAPOLIS,IN,46217,39.713174,-86.158702,1,range_interpolation,3652,Meridian Ln,Indianapolis,IN,Marion County,46217,US
3625 EAST ST,INDIANAPOLIS,IN,46227,39.678945,-86.130154,0.33,place,,,Indianapolis,IN,Marion County,46227,US
2617 SHELBY ST,INDIANAPOLIS,IN,46203,39.729851,-86.139499,1,range_interpolation,2617,Shelby St,Indianapolis,IN,Marion County,46203,US
2311 SHELBY ST,INDIANAPOLIS,IN,46203,39.735552,-86.139566,1,range_interpolation,2311,Shelby St,Indianapolis,IN,Marion County,46203,US
2530 BLUFF RD,INDIANAPOLIS,IN,46225,39.730624,-86.168432,1,range_interpolation,2530,Bluff Rd,Indianapolis,IN,Marion County,46225,US
1026 TROY AVE,INDIANAPOLIS,IN,46203,39.722847,-86.141572,0.9,range_interpolation,1026,E Troy Ave,Indianapolis,IN,Marion County,46203,US
1007 POST RD,INDIANAPOLIS,IN,46219,39.782112,-86.00921,1,range_interpolation,1007,S Post Rd,Indianapolis,IN,Marion County,46219,US
10240 21ST ST,INDIANAPOLIS,IN,46229,39.797148,-85.987236,1,range_interpolation,10240,W 21st St,Indianapolis,IN,Marion County,46229,US
8320 10TH ST,INDIANAPOLIS,IN,46219,39.782078,-86.019874,1,range_interpolation,8320,10th St,Indianapolis,IN,Marion County,46219,US
6120 ALLISONVILLE RD,INDIANAPOLIS,IN,46220,39.866845,-86.098064,0.9,range_interpolation,6120,Allisonville Rd,Indianapolis,IN,Marion County,46220,US
6275 KEYSTONE AVE,INDIANAPOLIS,IN,46220,39.869325,-86.122075,0.9,range_interpolation,6275,N Keystone Ave,Indianapolis,IN,Marion County,46220,US
223 LASALLE ST,INDIANAPOLIS,IN,46201,39.771142,-86.109469,1,range_interpolation,223,Lasalle Ct,Indianapolis,IN,Marion County,46201,US
3029 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.768465,-86.112971,1,range_interpolation,3029,Washington St,Indianapolis,IN,Marion County,46201,US
3456 PROSPECT ST,INDIANAPOLIS,IN,46203,39.752767,-86.107885,1,range_interpolation,3456,Prospect St,Indianapolis,IN,Marion County,46203,US
1031 VANDEMAN ST,INDIANAPOLIS,IN,46203,39.752987,-86.109517,1,range_interpolation,1031,Vandeman St,Indianapolis,IN,Marion County,46203,US
7255 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.741264,-86.287147,1,range_interpolation,7255,Washington St,Indianapolis,IN,Marion County,46241,US
6101 34TH ST,INDIANAPOLIS,IN,46226,39.818188,-86.062897,1,range_interpolation,6101,W 34th St,Indianapolis,IN,Marion County,46226,US
6849 32ND ST,INDIANAPOLIS,IN,46226,39.815696,-86.049791,0.9,range_interpolation,6849,E 32nd St,Indianapolis,IN,Marion County,46226,US
5353 34TH ST,INDIANAPOLIS,IN,46218,39.818211,-86.078317,1,range_interpolation,5353,W 34th St,Indianapolis,IN,Marion County,46218,US
